"T_values","mu_mean","mu_std","gcc_mean","gcc_std"
0.05,0.0694904829704611,0.0147867496324179,0.5639,0.172822612975142
0.0777777777777778,0.0837087771755399,0.0217492111381009,0.5646,0.235317846515917
0.105555555555556,0.0805756388519961,0.0307516552412335,0.6304,0.248335883655808
0.133333333333333,0.10468087901941,0.0308641256039913,0.5963,0.220035880912384
0.161111111111111,0.128344818677951,0.0333415974597464,0.5969,0.193268063695077
0.188888888888889,0.0967289085518842,0.0394725134317776,0.5937,0.210094185228118
0.216666666666667,0.139690012063082,0.0350035563981579,0.404,0.186365232809127
0.244444444444444,0.141735492073906,0.0464383677350704,0.4503,0.201547926475731
0.272222222222222,0.155428869731509,0.0342062861188334,0.3973,0.213241151959205
0.3,0.128776260622898,0.0499508739273482,0.3984,0.20738434527868
0.3,0.14923187183827,0.056003730151996,0.3788,0.175231783012608
0.347368421052632,0.149282841307399,0.0476903473671084,0.3014,0.150767812656858
0.394736842105263,0.1346992904047,0.0349629677576561,0.2125,0.0844659694788381
0.442105263157895,0.13154687650506,0.0305817987028668,0.1888,0.0504200136630067
0.489473684210526,0.121537505332993,0.043733948525174,0.1984,0.114534031817816
0.536842105263158,0.127824856558072,0.0130748128605721,0.117,0.0333533273369306
0.58421052631579,0.0735053811775976,0.0359689480225084,0.1952,0.111588330732006
0.631578947368421,0.0793216417040915,0.0300666189588834,0.1535,0.0875128561983895
0.678947368421053,0.0626585778300447,0.0282963964189448,0.1064,0.0693737061941418
0.726315789473684,0.0239363545388886,0.0280122457945335,0.1169,0.0485762859382596
0.773684210526316,0.00485667094590288,0.0313660486847188,0.1261,0.0620885568272358
0.821052631578947,-0.00503201045587633,0.0263734163172423,0.091,0.0681811313096715
0.868421052631579,-0.0370709451893414,0.0266045682106652,0.0694,0.0258594491648819
0.91578947368421,-0.0494407725953889,0.0202208714710499,0.093,0.0326019767635168
0.963157894736842,-0.085932437997617,0.019135297484076,0.065,0.0172691117959848
1.01052631578947,-0.112033051113612,0.0130868710833563,0.0706,0.0162357629940819
1.05789473684211,-0.143108479606012,0.013541978471714,0.0748,0.0336379415409313
1.10526315789474,-0.184619462739763,0.0196039009025959,0.091,0.0395614851984997
1.15263157894737,-0.224279451945273,0.0358219402194708,0.0988,0.0565445743541225
1.2,-0.238395511442026,0.0195705915447013,0.083,0.0379151098581496
1.2,-0.246598188264259,0.0260086056815966,0.0845,0.0549651404679972
2.17777777777778,-0.869819787866499,0.0190560371099039,0.0618,0.0186654761525122
3.15555555555556,-1.53420082538347,0.0116436334932569,0.0651,0.0143793833896543
4.13333333333333,-2.21029548085944,0.0245502778693094,0.0697,0.0407623192012754
5.11111111111111,-2.88336538461519,0.0151939135490553,0.0686,0.026936963451733
6.08888888888889,-3.56213616437647,0.0123712385755183,0.0623,0.0228572867058966
7.06666666666667,-4.2264647358428,0.0116556044856443,0.0511,0.0157300137740987
8.04444444444444,-4.91501643668445,0.0107807339518389,0.0624,0.0257863012728335
9.02222222222222,-5.58868775220898,0.0143507312779865,0.0635,0.0199234646696915
10,-6.26293971679654,0.0191227243770396,0.0865,0.0240751139376559
